timestamp_iso,cpu_energy_j,gpu_power_w,gpu_util_pct
2026-05-07T22:24:23.161968Z,14939.278955,293.048,92
2026-05-07T22:24:24.163220Z,14980.520304,295.981,93
2026-05-07T22:24:25.164328Z,15019.070071,294.944,91
2026-05-07T22:24:26.165500Z,15058.264246,296.487,93
2026-05-07T22:24:27.166637Z,15096.447192,296.483,93
2026-05-07T22:24:28.167362Z,15136.71424,293.662,91
2026-05-07T22:24:29.168492Z,15177.070521,295.405,92
2026-05-07T22:24:30.169614Z,15219.322854,306.68,92
2026-05-07T22:24:31.170744Z,15255.21119,300.897,93
2026-05-07T22:24:32.171361Z,15293.415682,296.711,93
2026-05-07T22:24:33.172491Z,15330.382873,296.06,92
2026-05-07T22:24:34.173672Z,15367.088589,296.289,93
2026-05-07T22:24:35.174871Z,15404.04577,296.536,93
2026-05-07T22:24:36.175361Z,15441.272054,294.947,92
2026-05-07T22:24:37.176481Z,15480.618816,295.644,92
2026-05-07T22:24:38.177609Z,15523.101679,294.694,93
2026-05-07T22:24:39.178837Z,15567.200809,299.6,91
2026-05-07T22:24:40.179363Z,15605.620999,294.709,92
2026-05-07T22:24:41.180483Z,15645.309313,296.561,93
2026-05-07T22:24:42.181620Z,15682.554701,297.18,93
2026-05-07T22:24:43.182743Z,15723.990203,293.905,92
2026-05-07T22:24:44.183364Z,15764.050952,297.349,93
2026-05-07T22:24:45.184499Z,15802.035718,298.017,93
2026-05-07T22:24:46.185625Z,15839.196756,297.285,93
2026-05-07T22:24:47.186746Z,15877.972596,304.845,94
2026-05-07T22:24:48.187441Z,15918.184957,314.2,88
2026-05-07T22:24:49.188683Z,15961.942535,168.358,5
2026-05-07T22:24:50.189808Z,16001.589223,291.123,93
2026-05-07T22:24:51.190932Z,16039.451309,297.075,93
2026-05-07T22:24:52.191362Z,16079.719944,294.185,93
2026-05-07T22:24:53.192518Z,16117.065978,296.642,93
2026-05-07T22:24:54.193636Z,16153.381742,297.266,94
2026-05-07T22:24:55.194756Z,16190.161617,298.156,93
2026-05-07T22:24:56.195361Z,16226.693811,297.87,93
2026-05-07T22:24:57.196490Z,16270.717196,309.517,94
2026-05-07T22:24:58.197222Z,16309.975458,288.256,93
2026-05-07T22:24:59.198355Z,16349.862074,293.746,93
2026-05-07T22:25:00.199415Z,16388.72666,294.694,92
2026-05-07T22:25:01.200206Z,16427.819272,296.526,93
2026-05-07T22:25:02.200441Z,16465.504967,296.651,94
2026-05-07T22:25:03.201378Z,16502.113394,296.521,93
2026-05-07T22:25:04.202559Z,16538.014181,297.404,94
2026-05-07T22:25:05.203369Z,16576.106734,298.085,93
2026-05-07T22:25:06.204524Z,16617.214112,298.525,69
2026-05-07T22:25:07.205700Z,16656.502281,292.028,93
2026-05-07T22:25:08.206837Z,16692.844595,295.764,93
2026-05-07T22:25:09.207360Z,16730.478532,295.76,93
2026-05-07T22:25:10.208484Z,16768.069866,296.172,93
2026-05-07T22:25:11.209651Z,16806.258855,296.649,93
2026-05-07T22:25:12.210781Z,16842.967257,296.869,93
2026-05-07T22:25:13.211361Z,16880.175109,296.623,93
2026-05-07T22:25:14.212488Z,16921.813552,307.167,88
2026-05-07T22:25:15.213614Z,16962.58896,317.818,19
2026-05-07T22:25:16.214884Z,17008.139991,166.412,5
2026-05-07T22:25:17.216060Z,17047.19702,292.29,93
2026-05-07T22:25:18.217191Z,17084.067653,296.971,93
2026-05-07T22:25:19.218352Z,17120.480524,297.523,93
2026-05-07T22:25:20.219371Z,17158.704913,296.502,93
2026-05-07T22:25:21.220523Z,17196.730878,296.159,92
2026-05-07T22:25:22.221649Z,17233.990304,295.426,93
2026-05-07T22:25:23.222813Z,17272.017856,295.055,91
2026-05-07T22:25:24.223944Z,17314.348985,314.119,94
2026-05-07T22:25:25.225074Z,17354.78095,286.839,93
2026-05-07T22:25:26.226203Z,17392.503998,294.282,93
2026-05-07T22:25:27.227369Z,17430.593805,297.897,93
2026-05-07T22:25:28.228571Z,17467.904073,298.225,93
2026-05-07T22:25:29.229703Z,17506.814191,297.801,93
2026-05-07T22:25:30.230828Z,17545.82288,296.152,92
2026-05-07T22:25:31.231950Z,17584.761867,296.018,93
2026-05-07T22:25:32.233089Z,17624.048205,297.653,93
2026-05-07T22:25:33.234304Z,17667.280272,297.76,81
2026-05-07T22:25:34.235468Z,17708.191971,292.694,93
2026-05-07T22:25:35.236645Z,17746.230875,297.433,92
2026-05-07T22:25:36.237825Z,17782.636361,297.612,93
2026-05-07T22:25:37.239016Z,17820.369174,297.913,93
2026-05-07T22:25:38.240183Z,17857.873534,298.459,93
2026-05-07T22:25:39.241382Z,17895.421106,297.626,94
2026-05-07T22:25:40.242592Z,17933.736438,297.647,93
2026-05-07T22:25:41.243783Z,17975.005009,307.952,89
2026-05-07T22:25:42.245265Z,18013.926845,314.901,43
2026-05-07T22:25:43.246498Z,18058.629367,169.033,6
2026-05-07T22:25:44.247632Z,18098.23742,291.131,93
2026-05-07T22:25:45.248829Z,18135.7654,295.761,93
2026-05-07T22:25:46.250032Z,18171.504323,296.552,93
2026-05-07T22:25:47.251274Z,18208.193682,295.73,93
2026-05-07T22:25:48.252446Z,18244.350572,295.812,92
2026-05-07T22:25:49.253564Z,18281.970104,296.943,93
2026-05-07T22:25:50.254683Z,18318.850686,297.068,93
2026-05-07T22:25:51.255372Z,18361.591238,310.953,93
2026-05-07T22:25:52.256499Z,18401.376415,286.937,94
2026-05-07T22:25:53.257629Z,18440.204746,292.577,92
2026-05-07T22:25:54.258753Z,18477.454284,295.99,93
2026-05-07T22:25:55.259362Z,18515.208277,297.083,92
2026-05-07T22:25:56.260515Z,18551.952995,297.814,92
2026-05-07T22:25:57.261635Z,18589.841814,297.616,93
2026-05-07T22:25:58.262758Z,18627.780193,297.607,93
2026-05-07T22:25:59.263365Z,18667.271364,296.939,92
2026-05-07T22:26:00.264494Z,18712.497933,292.227,91
2026-05-07T22:26:01.265620Z,18756.247149,292.515,92
2026-05-07T22:26:02.266744Z,18797.320592,297.117,93
2026-05-07T22:26:03.267361Z,18838.044731,297.732,93
2026-05-07T22:26:04.268518Z,18878.506663,298.727,93
2026-05-07T22:26:05.269641Z,18919.795193,298.288,93
2026-05-07T22:26:06.270762Z,18957.575064,296.853,92
2026-05-07T22:26:07.271362Z,18995.983718,297.092,93
2026-05-07T22:26:08.272514Z,19037.154572,304.6,94
2026-05-07T22:26:09.273658Z,19082.098793,330.093,70
2026-05-07T22:26:10.274843Z,19125.814135,169.271,7
2026-05-07T22:26:11.275362Z,19168.284303,291.014,93
2026-05-07T22:26:12.276513Z,19207.602256,296.201,93
2026-05-07T22:26:13.277638Z,19247.691875,297.803,93
2026-05-07T22:26:14.278763Z,19288.938046,297.211,93
2026-05-07T22:26:15.279361Z,19329.836196,297.529,93
2026-05-07T22:26:16.280484Z,19369.00614,296.973,93
2026-05-07T22:26:17.281607Z,19408.294247,296.351,93
2026-05-07T22:26:18.282726Z,19450.526256,307.667,93
2026-05-07T22:26:19.283362Z,19491.154143,289.783,94
2026-05-07T22:26:20.284520Z,19532.226791,292.371,93
2026-05-07T22:26:21.285644Z,19571.469306,296.809,93
2026-05-07T22:26:22.286766Z,19610.220122,297.051,93
2026-05-07T22:26:23.287362Z,19649.200613,297.254,93
2026-05-07T22:26:24.288491Z,19687.642348,297.747,93
2026-05-07T22:26:25.289607Z,19724.82072,295.092,92
2026-05-07T22:26:26.290734Z,19762.003059,297.104,93
